Time_Index,Arizona_Solar,BANC_Biogas,BANC_Biomass,BANC_CCGT1,BANC_CCGT2,BANC_Geothermal,BANC_Geothermal_New_Planned,BANC_Hydro,BANC_Li_Battery,BANC_Li_Battery_New_Planned,BANC_Peaker1,BANC_Peaker2,BANC_Reciprocating_Engine,BANC_Solar,BANC_Solar_New_Planned,BANC_Wind,BANC_Wind_New_Planned,Baja_California_Wind,CAISO_Adiabatic_CAES_24hr,CAISO_Advanced_CCGT,CAISO_Advanced_CCGT_CCS_95,CAISO_Advanced_Nuclear_SMR,CAISO_Aero_CT,CAISO_Allam_Cycle_100,CAISO_Biogas,CAISO_Biomass,CAISO_CCGT1,CAISO_CCGT1_Retrofit_CCS_90,CAISO_CCGT2,CAISO_CCGT_Remote,CAISO_CHP,CAISO_Coal,CAISO_Enhanced_Geothermal_Systems,CAISO_Flow_Battery_8hr_Dispatch,CAISO_Generic_Energy_Storage_100hr,CAISO_Generic_Energy_Storage_24hr,CAISO_Geothermal,CAISO_Hydro,CAISO_Li_Battery_4hr_Baseline,CAISO_Li_Battery_4hr_Dispatch,CAISO_Li_Battery_8hr_Baseline,CAISO_Li_Battery_8hr_Dispatch,CAISO_New_Pumped_Storage_12hr,CAISO_New_Reciprocating_Engine,CAISO_Nuclear,CAISO_Peaker1,CAISO_Peaker2,CAISO_Pumped_Hydro,CAISO_Reciprocating_Engine,CAISO_ST,CAISO_Shed_DR_Existing,CAISO_Solar,CAISO_Wind,Cape_Mendocino_Offshore_Wind,Central_Nevada_Geothermal,Central_Valley_North_Los_Banos_Wind,Customer_PV,Del_Norte_Offshore_Wind,Distributed_Solar,Greater_Imperial_Geothermal,Greater_Imperial_Solar,Greater_Imperial_Wind,Greater_Kramer_Solar,Greater_LA_Solar,Humboldt_Bay_Offshore_Wind,IID_Biogas,IID_Biomass,IID_CCGT1,IID_Geothermal,IID_Geothermal_New_Planned,IID_Li_Battery,IID_Li_Battery_New_Planned,IID_Peaker1,IID_Peaker2,IID_ST,IID_Solar,IID_Solar_New_Planned,Idaho_Wind,InState_Biomass,Inyokern_North_Kramer_Geothermal,LDWP_Biogas,LDWP_CCGT1,LDWP_CCGT2,LDWP_CHP,LDWP_Coal,LDWP_Geothermal,LDWP_Geothermal_New_Planned,LDWP_Hydro,LDWP_Li_Battery,LDWP_Li_Battery_New_Planned,LDWP_Nuclear,LDWP_Peaker1,LDWP_Peaker1_New_Planned,LDWP_Pumped_Hydro,LDWP_ST,LDWP_Solar,LDWP_Solar_New_Planned,LDWP_Wind,LDWP_Wind_New_Planned,Morro_Bay_Offshore_Wind,NW_Biogas,NW_Biomass,NW_CCGT1,NW_CCGT2,NW_Coal,NW_Geothermal,NW_Hydro,NW_Hydro_for_CAISO,NW_Li_Battery,NW_Li_Battery_New_Planned,NW_Nuclear,NW_Nuclear_New_Planned,NW_Peaker1,NW_Peaker1_New_Planned,NW_Peaker2,NW_Pumped_Hydro,NW_Reciprocating_Engine,NW_Solar,NW_Solar_New_Planned,NW_Wind,NW_Wind_New_Planned,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,Northern_Nevada_Geothermal,Pacific_Northwest_Geothermal,Riverside_Solar,SW_Biogas,SW_Biomass,SW_CCGT1,SW_CCGT2,SW_Coal,SW_Geothermal,SW_Hydro,SW_Li_Battery,SW_Li_Battery_New_Planned,SW_Nuclear,SW_Peaker1,SW_Peaker1_New_Planned,SW_Peaker2,SW_Pumped_Hydro,SW_Reciprocating_Engine,SW_ST,SW_Solar,SW_Solar_New_Planned,SW_Wind,SW_Wind_New_Planned,Shed_ag_Pumping,Shed_com_HVAC fans,Shed_com_IT equipment,Shed_com_Lighting,Shed_com_Office Equipment,Shed_com_Refrigeration,Shed_com_Space cooling,Shed_com_Space heating,Shed_com_Water heating,Shed_ind_Ind. cooling,Shed_ind_Ind. heat,Shed_ind_Process,Shed_ind_Pumping,Shed_res_Appliances,Shed_res_Electronics,Shed_res_Lighting,Shed_res_Pool pumps,Shed_res_Refrigeration,Shed_res_Spa heater,Shed_res_Space cooling,Shed_res_Space heating,Shed_res_Water heating,Solano_Wind,Southern_NV_Eldorado_Solar,Southern_NV_Eldorado_Wind,Southern_PGAE_Solar,Tehachapi_Solar,Tehachapi_Wind,Utah_Geothermal,Utah_Wind,Wyoming_Wind
11,0.9564730511,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.9473910735,0.9473910735,0.3808121233,0.3808121233,0.0,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.9258493057,0.2339215398,0.0,0.81,0.0114484691,0.7411889428,0.0,0.8299146094,0.81,0.9638126345,0.0,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.9310516379,0.9310516379,0.5593723484,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9440988548,0.9440988548,0.340173278,0.340173278,0.2040209526,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8400528495,0.8400528495,0.1803409818,0.1803409818,0.3290292663,0.81,0.9457934237,0.1270780921,0.81,0.81,0.9638126345,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.9515302155,0.9515302155,0.478117755,0.478117755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1088572705,0.9468941347,0.397816313,0.0,0.0,0.2359144064,0.81,0.3727388745,0.1697316495
12,0.9826777922,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.9779992255,0.9779992255,0.4045615427,0.4045615427,0.1106063231,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.942569129,0.2603413004,0.0,0.81,0.0228969382,0.7835425967,0.0,0.8665284893,0.81,0.0,0.1106063231,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.9497277975,0.9497277975,0.6958046285,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9693383586,0.9693383586,0.3194720452,0.3194720452,0.1560160225,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8796379101,0.8796379101,0.202231774,0.202231774,0.4197959605,0.81,0.9584040027,0.2160327566,0.81,0.81,0.0,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.9742774553,0.9742774553,0.5860251537,0.5860251537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1451430274,0.0,0.3737062334,0.9469092577,0.0,0.3276588978,0.81,0.3328025665,0.1497632202
13,0.9957801628,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.9853329608,0.9853329608,0.4581977522,0.4581977522,0.1327275877,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.9394334724,0.2992501585,0.0,0.81,0.0343454073,0.78297025,0.0,0.0,0.81,0.0,0.1327275877,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.9417795987,0.9417795987,0.7640207685,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9708840229,0.9708840229,0.3118460877,0.3118460877,0.1320135575,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9562681742,0.9562681742,0.2229238712,0.2229238712,0.4992168179,0.81,0.0,0.2922796119,0.81,0.81,0.0,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.9840438118,0.9840438118,0.7180197274,0.7180197274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2298097934,0.0,0.3013759947,0.0,0.0,0.4325097451,0.81,0.3061783612,0.1198105761
14,1.0,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.9914062603,0.9914062603,0.5171712696,0.5171712696,0.1548488523,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.91755757,0.3676512003,0.0,0.81,0.0457938764,0.7394719028,0.0,0.8177099828,0.81,0.9511308893,0.1548488523,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.9131014481,0.9131014481,0.8322369086,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9610187601,0.9610187601,0.3358199986,0.3358199986,0.0,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9525487528,0.9525487528,0.2457379302,0.2457379302,0.5786376753,0.81,0.9457934237,0.3049874211,0.81,0.81,0.9511308893,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.9908853175,0.9908853175,0.8195231002,0.8195231002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3144765593,0.9342688796,0.2531558356,0.0,0.0,0.5373605924,0.81,0.2928662586,0.0998421468
15,0.9957801628,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.9789456169,0.9789456169,0.5998942065,0.5998942065,0.2101520138,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.872741743,0.4552076954,0.0,0.81,0.0572423456,0.6467517416,0.0,0.72007297,0.81,0.9257673989,0.2101520138,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.8499561229,0.8499561229,0.8868098206,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.923848738,0.923848738,0.380279022,0.380279022,0.1560160225,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9216740599,0.9216740599,0.2650206187,0.2650206187,0.6580585327,0.81,0.9331828447,0.2795718027,0.81,0.81,0.9257673989,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.9727036693,0.9727036693,0.8850748136,0.8850748136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4354290822,0.9090183693,0.2049356764,0.9341131866,0.0,0.6028923719,0.81,0.0,0.0798737174
16,0.9826777922,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.9597612295,0.9597612295,0.6986290675,0.6986290675,0.3096977046,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.7895733359,0.5273841512,0.0,0.81,0.0915877529,0.52140782,0.0,0.5736174506,0.81,0.8750404181,0.3096977046,0.9158858683,0.9588330286,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.7601677046,0.7601677046,0.9277395046,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.864101363,0.864101363,0.3948825763,0.3948825763,0.1800184876,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8741646438,0.8741646438,0.3075211112,0.3075211112,0.73747939,0.81,0.9079616867,0.2287405659,0.81,0.81,0.8750404181,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.9424617025,0.9424617025,0.9118092189,0.9118092189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.556381605,0.7322647975,0.168770557,0.9085210445,0.9362832554,0.0,0.81,0.2662420532,0.0499210734
17,0.9564730511,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.924053848,0.924053848,0.7682772009,0.7682772009,0.4756071892,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.6502193978,0.5811896277,0.0,0.81,0.1717270367,0.3531378978,0.0,0.3783434249,0.81,0.6974959855,0.4756071892,0.8044943437,0.8437730652,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.5945013868,0.5945013868,0.9686691887,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7916366958,0.7916366958,0.3702603046,0.3702603046,0.2040209526,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7932786552,0.7932786552,0.3704664198,0.3704664198,0.7942085739,0.81,0.8322982128,0.1906171382,0.81,0.81,0.6974959855,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.895936358,0.895936358,0.9067768602,0.9067768602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.641048371,0.6565132667,0.1567155172,0.7933564051,0.8377271233,0.5504669483,0.81,0.1996815399,0.0199684294
18,0.8909611983,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.8455289067,0.8455289067,0.8171130355,0.8171130355,0.6304560415,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.3613491769,0.6160453264,0.0,0.81,0.3892479498,0.1694146155,0.0,0.1830693991,0.81,0.3170436298,0.6304560415,0.4579429341,0.5113776153,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.3284357818,0.3284357818,0.0,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6299167816,0.6299167816,0.3214480018,0.3214480018,0.2160221851,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6921882045,0.6921882045,0.4575085635,0.4575085635,0.7488252268,0.81,0.6683606861,0.1524937106,0.81,0.81,0.3170436298,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.7852994301,0.7852994301,0.8452353076,0.8452353076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6531436232,0.3156313782,0.0,0.511842842,0.5051001773,0.445616101,0.81,0.119808924,0.0499210734
19,0.7337327515,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.6683482452,0.6683482452,0.7979008616,0.7979008616,0.6525773061,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.0694127734,0.6330256496,0.0,0.81,0.6983566158,0.0303343737,0.0,0.0244092532,0.81,0.063408726,0.6525773061,0.0618841803,0.0894910827,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.1425664258,0.1425664258,0.7640207685,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4138976054,0.4138976054,0.2597765439,0.2597765439,0.2040209526,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5050718084,0.5050718084,0.5787717806,0.5787717806,0.8963211048,0.81,0.2396010007,0.1016624737,0.81,0.81,0.063408726,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.6087193543,0.6087193543,0.6447796882,0.6447796882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6047626141,0.0757515308,0.1928806366,0.1151646394,0.0862366156,0.3669779655,0.81,0.0532484106,0.1198105761
20,0.2751497818,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.1788317899,0.1788317899,0.7496019602,0.7496019602,0.6083347768,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.0,0.6379385578,0.0,0.81,0.8815321216,0.0,0.0,0.0,0.81,0.0,0.6083347768,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.0405231682,0.0405231682,0.5047994363,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1448176962,0.1448176962,0.2318815941,0.2318815941,0.1680172551,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1811708504,0.1811708504,0.7102256649,0.7102256649,1.0,0.81,0.0378317369,0.0,0.81,0.81,0.0,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.2186434205,0.2186434205,0.5182455732,0.5182455732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5200958481,0.0,0.3375411141,0.0,0.0,0.0,0.81,0.039936308,0.1797158642
21,0.0262047411,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.0150038708,0.0150038708,0.6890283178,0.6890283178,0.5309103507,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.0,0.6102101685,0.0,0.81,0.7670474305,0.0,0.0,0.0,0.81,0.0,0.5309103507,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.0038593494,0.0038593494,0.2865077882,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0137921615,0.0137921615,0.2619531836,0.2619531836,0.1320135575,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0150198484,0.0150198484,0.7877617276,0.7877617276,0.0,0.81,0.0,0.0,0.81,0.81,0.0,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.0207201342,0.0207201342,0.4689441846,0.4689441846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4112385776,0.0,0.5183667109,0.0,0.0,0.2883398301,0.81,0.0931847186,0.1897000789
22,0.0,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.0,0.0,0.6231173674,0.6231173674,0.4756071892,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.0,0.5443565082,0.0,0.81,0.5953203938,0.0,0.0,0.0,0.81,0.0,0.4756071892,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.0,0.0,0.1637187361,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3353877581,0.3353877581,0.1080110925,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7287193275,0.7287193275,0.0,0.81,0.0,0.0762468553,0.81,0.81,0.0,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.0,0.0,0.4512522987,0.4512522987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3023813071,0.0,0.6389171088,0.0,0.0,0.2097016946,0.81,0.2396178479,0.1297947908
23,0.0,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.0,0.0,0.535857185,0.535857185,0.4645465569,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.0,0.4886011973,0.0,0.81,0.4350418263,0.0,0.0,0.0,0.81,0.0,0.4645465569,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.0,0.0,0.1500755081,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4480481584,0.4480481584,0.072007395,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6204280954,0.6204280954,0.0,0.81,0.0,0.0635390461,0.81,0.81,0.0,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.0,0.0,0.4312888621,0.4312888621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1935240365,0.0,0.6148070292,0.0,0.0,0.1703826268,0.81,0.4259872852,0.0599052881
24,0.0,0.94,0.94,0.94,0.94,0.81,0.81,0.0,1.0,1.0,0.77,0.77,0.78,0.0,0.0,0.4907585334,0.4907585334,0.5198497184,1.0,0.6,0.6,1.0,0.78,0.6,0.974694897,0.938376119,0.6,0.6,0.6,0.6,0.945503464,0.6,0.81,1.0,1.0,1.0,0.999635375,0.0,1.0,1.0,1.0,1.0,1.0,0.78,1.0,0.78,0.78,1.0,0.78,1.0,1.0,0.0,0.4427269998,0.0,0.81,0.309108666,0.0,0.0,0.0,0.81,0.0,0.5198497184,0.0,0.0,0.0,0.94,0.94,0.42,0.81,0.81,1.0,1.0,0.73,0.73,1.0,0.0,0.0,0.2728645602,0.938376119,0.81,0.94,0.54,0.54,1.0,0.54,0.81,0.81,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4707099107,0.4707099107,0.04800493,0.94,0.94,1.0,1.0,1.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5195762244,0.5195762244,0.0,0.81,0.0,0.0,0.81,0.81,0.0,0.94,0.94,0.67,0.67,0.95,0.81,0.0,1.0,1.0,1.0,0.93,0.93,0.93,1.0,0.93,0.85,0.0,0.0,0.410486699,0.410486699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1572382797,0.0,0.4339814324,0.0,0.0,0.1572762709,0.81,0.4792356958,0.0199684294
