Time_Index,BuyPrice_1,BuyPrice_2,SellPrice_1,SellPrice_2
1,0,25.63,0,23.63
2,0,25.9,0,23.9
3,0,26.49,0,24.49
4,0,25.34,0,23.34
5,0,26.03,0,24.03
6,0,26.15,0,24.15
7,0,22.6,0,20.6
8,0,22.88,0,20.88
9,0,22.91,0,20.91
10,0,16.08,0,14.08
11,0,16.27,0,14.27
12,0,16.42,0,14.42
13,0,15.21,0,13.21
14,0,15.67,0,13.67
15,0,15.41,0,13.41
16,0,22.72,0,20.72
17,0,23.47,0,21.47
18,0,23.36,0,21.36
19,0,27.28,0,25.28
20,0,28.23,0,26.23
21,0,27.98,0,25.98
22,0,27.11,0,25.11
23,0,27.51,0,25.51
24,0,27.04,0,25.04
25,0,25.95,0,23.95
26,0,25.65,0,23.65
27,0,26.15,0,24.15
28,0,26.44,0,24.44
29,0,26.03,0,24.03
30,0,25.59,0,23.59
31,0,22.25,0,20.25
32,0,22.95,0,20.95
33,0,22.79,0,20.79
34,0,15.72,0,13.72
35,0,16.53,0,14.53
36,0,16.03,0,14.03
37,0,14.97,0,12.97
38,0,15.52,0,13.52
39,0,15.17,0,13.17
40,0,22.44,0,20.44
41,0,23.18,0,21.18
42,0,22.68,0,20.68
43,0,27.86,0,25.86
44,0,27.63,0,25.63
45,0,27.23,0,25.23
46,0,27.27,0,25.27
47,0,28.13,0,26.13
48,0,26.94,0,24.94
49,0,26.03,0,24.03
50,0,25.38,0,23.38
51,0,26.7,0,24.7
52,0,26.1,0,24.1
53,0,25.66,0,23.66
54,0,26.09,0,24.09
55,0,22.39,0,20.39
56,0,22.97,0,20.97
57,0,22.9,0,20.9
58,0,15.61,0,13.61
59,0,15.99,0,13.99
60,0,16.06,0,14.06
61,0,15.07,0,13.07
62,0,15.5,0,13.5
63,0,14.66,0,12.66
64,0,23.19,0,21.19
65,0,23.58,0,21.58
66,0,23.3,0,21.3
67,0,27.48,0,25.48
68,0,27.53,0,25.53
69,0,27.53,0,25.53
70,0,26.75,0,24.75
71,0,27.83,0,25.83
72,0,27.29,0,25.29
73,0,26.36,0,24.36
74,0,25.15,0,23.15
75,0,26.94,0,24.94
76,0,25.73,0,23.73
77,0,25.46,0,23.46
78,0,25.84,0,23.84
79,0,22.47,0,20.47
80,0,22.57,0,20.57
81,0,22.33,0,20.33
82,0,15.71,0,13.71
83,0,16.24,0,14.24
84,0,16.44,0,14.44
85,0,15.09,0,13.09
86,0,15.39,0,13.39
87,0,15.14,0,13.14
88,0,22.91,0,20.91
89,0,22.82,0,20.82
90,0,22.3,0,20.3
91,0,27.58,0,25.58
92,0,28.39,0,26.39
93,0,28.25,0,26.25
94,0,26.95,0,24.95
95,0,27.78,0,25.78
96,0,26.78,0,24.78
97,0,25.88,0,23.88
98,0,25.42,0,23.42
99,0,26.23,0,24.23
100,0,25.73,0,23.73
101,0,25.8,0,23.8
102,0,26.01,0,24.01
103,0,22.37,0,20.37
104,0,23.13,0,21.13
105,0,23,0,21
106,0,16.24,0,14.24
107,0,16.55,0,14.55
108,0,16.09,0,14.09
109,0,14.99,0,12.99
110,0,15.24,0,13.24
111,0,15.03,0,13.03
112,0,22.75,0,20.75
113,0,22.98,0,20.98
114,0,22.83,0,20.83
115,0,28.13,0,26.13
116,0,28.44,0,26.44
117,0,27.33,0,25.33
118,0,27.38,0,25.38
119,0,27.33,0,25.33
120,0,27.21,0,25.21
121,0,26.43,0,24.43
122,0,25.22,0,23.22
123,0,26.04,0,24.04
124,0,25.91,0,23.91
125,0,25.75,0,23.75
126,0,25.73,0,23.73
127,0,21.93,0,19.93
128,0,22.91,0,20.91
129,0,22.25,0,20.25
130,0,16.25,0,14.25
131,0,16.83,0,14.83
132,0,16.06,0,14.06
133,0,15.5,0,13.5
134,0,15.17,0,13.17
135,0,15.14,0,13.14
136,0,22.94,0,20.94
137,0,22.98,0,20.98
138,0,22.75,0,20.75
139,0,27.78,0,25.78
140,0,28.59,0,26.59
141,0,27.68,0,25.68
142,0,27.03,0,25.03
143,0,27.83,0,25.83
144,0,26.57,0,24.57
145,0,26.52,0,24.52
146,0,26.1,0,24.1
147,0,26.56,0,24.56
148,0,25.44,0,23.44
149,0,25.75,0,23.75
150,0,25.82,0,23.82
151,0,22.14,0,20.14
152,0,22.55,0,20.55
153,0,23.35,0,21.35
154,0,16.07,0,14.07
155,0,16.46,0,14.46
156,0,15.84,0,13.84
157,0,15.39,0,13.39
158,0,15.26,0,13.26
159,0,15.16,0,13.16
160,0,23.17,0,21.17
161,0,23.13,0,21.13
162,0,22.86,0,20.86
163,0,28.23,0,26.23
164,0,27.68,0,25.68
165,0,27.93,0,25.93
166,0,26.63,0,24.63
167,0,28.21,0,26.21
168,0,27.54,0,25.54
169,0,26.21,0,24.21
170,0,25.35,0,23.35
171,0,26.09,0,24.09
172,0,25.76,0,23.76
173,0,25.87,0,23.87
174,0,25.99,0,23.99
175,0,22.41,0,20.41
176,0,22.59,0,20.59
177,0,22.75,0,20.75
178,0,16.28,0,14.28
179,0,16.16,0,14.16
180,0,16.38,0,14.38
181,0,15.07,0,13.07
182,0,15.32,0,13.32
183,0,14.78,0,12.78
184,0,22.65,0,20.65
185,0,22.79,0,20.79
186,0,22.52,0,20.52
187,0,28.13,0,26.13
188,0,28.03,0,26.03
189,0,27.78,0,25.78
190,0,26.78,0,24.78
191,0,27.86,0,25.86
192,0,26.51,0,24.51
193,0,25.95,0,23.95
194,0,26.01,0,24.01
195,0,25.97,0,23.97
196,0,25.8,0,23.8
197,0,25.55,0,23.55
198,0,26.28,0,24.28
199,0,22.04,0,20.04
200,0,22.43,0,20.43
201,0,22.37,0,20.37
202,0,16.18,0,14.18
203,0,16.61,0,14.61
204,0,15.88,0,13.88
205,0,15.02,0,13.02
206,0,15.07,0,13.07
207,0,15.02,0,13.02
208,0,23.11,0,21.11
209,0,22.77,0,20.77
210,0,23.11,0,21.11
211,0,28.13,0,26.13
212,0,28.29,0,26.29
213,0,27.8,0,25.8
214,0,27.47,0,25.47
215,0,27.56,0,25.56
216,0,27.25,0,25.25
217,0,25.6,0,23.6
218,0,25.45,0,23.45
219,0,26.3,0,24.3
220,0,26.01,0,24.01
221,0,25.75,0,23.75
222,0,26.38,0,24.38
223,0,22.35,0,20.35
224,0,22.61,0,20.61
225,0,23.15,0,21.15
226,0,15.74,0,13.74
227,0,16.24,0,14.24
228,0,16.55,0,14.55
229,0,14.84,0,12.84
230,0,15.24,0,13.24
231,0,15,0,13
232,0,23.09,0,21.09
233,0,23.02,0,21.02
234,0,22.72,0,20.72
235,0,27.76,0,25.76
236,0,27.96,0,25.96
237,0,28.28,0,26.28
238,0,26.67,0,24.67
239,0,28.16,0,26.16
240,0,26.44,0,24.44
241,0,26.68,0,24.68
242,0,25.47,0,23.47
243,0,26.94,0,24.94
244,0,25.55,0,23.55
245,0,25.62,0,23.62
246,0,25.92,0,23.92
247,0,22.58,0,20.58
248,0,23.15,0,21.15
249,0,22.98,0,20.98
250,0,15.98,0,13.98
251,0,16.54,0,14.54
252,0,16.36,0,14.36
253,0,15.55,0,13.55
254,0,15.5,0,13.5
255,0,14.88,0,12.88
256,0,22.52,0,20.52
257,0,22.65,0,20.65
258,0,22.71,0,20.71
259,0,27.46,0,25.46
260,0,27.53,0,25.53
261,0,27.96,0,25.96
262,0,27.02,0,25.02
263,0,28.28,0,26.28
264,0,26.71,0,24.71
265,0,26.15,0,24.15
266,0,25.67,0,23.67
267,0,26.17,0,24.17
268,0,25.87,0,23.87
269,0,25.68,0,23.68
270,0,26.02,0,24.02
271,0,22.33,0,20.33
272,0,22.66,0,20.66
273,0,22.67,0,20.67
274,0,15.81,0,13.81
275,0,16.2,0,14.2
276,0,16.64,0,14.64
